 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso
1,44441E+12;SP ;GUARUJA ;ENSEADA ;RUA MAJOR MANOEL FERNANDES NETO, N. 195, Apto 15B, BL B ;215.412,23;338.000,00;36.27;Apartamento, 0.00 de área total, 54.37 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408452474
1,7877E+12;SP ;GUARUJA ;JARDIM DOS PASSAROS ;RUA GRAUNA, N. 130, Apto 26B, BL  B ;203.940,58;320.000,00;36.27;Apartamento, 0.00 de área total, 56.21 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700917506
1,4444E+12;SP ;GUARUJA ;JARDIM ENSEADA ;RUA ARACATI, N. 536, QD 18 LT 07 ;206.489,83;324.000,00;36.27;Casa, 0.00 de área total, 210.23 de área privativa, 360.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444403094375
1,44442E+12;SP ;GUARUJA ;JARDIM LAS PALMAS ;AVENIDA DOS CAICARAS, N. 804, Apto 51, 5º ANDAR ;417.873,75;655.679,23;36.27;Apartamento, 0.00 de área total, 52.60 de área privativa, 0.00 de área do terreno, WC Emp, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420779534
8,41291E+12;SP ;GUARUJA ;JARDIM TRES MARIAS ; RUA CIRO ALVES, N. 321, Apto 22,  02  NADAR VAGA DE GARAGEM INDETERMINA ;262.000,00;262.000,00;0.00;Apartamento, 89.69 de área total, 68.58 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8412909030742
8,3212E+12;SP ;GUARUJA ;VILA SANTA ROSA ;RUA RUBENS CABRAL, N. 22, CS 22 LT 03 QD 04 ;220.000,00;220.000,00;0.00;Casa, 0.00 de área total, 0.01 de área privativa, 97.50 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8321200000425
8,55552E+12;SP ;GUARUJA ;VILA SANTO ANTONIO ;RUA MANOEL ARAUJO, N. 578, CS III, BL I ;205.151,58;205.151,58;0.00;Casa, 71.85 de área total, 68.26 de área privativa, 1.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555517324655
1,44441E+12;SP ;GUARUJA ;VILA JULIA ;RUA SANTA ROSA, N. 17, CS 05 PAV 01 ANDAR 1 ;676.800,00;676.800,00;0.00;Casa, 268.69 de área total, 229.77 de área privativa, 268.69 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 2 sala(s), 1 lavabo(s), DCE, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444411391570
8,78771E+12;SP ;GUARUJA ;MAR E CEU ;RUA ALLAN KARDEC, N. 175, Apto 02, BL B ;241.000,00;241.000,00;0.00;Apartamento, 50.40 de área total, 45.25 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710087440
1,55552E+12;SP ;GUARUJA ;PITANGUEIRAS ;RUA MARECHAL FLORIANO PEIXOTO, N. 407, Apto 31 ;662.000,00;662.000,00;0.00;Apartamento, 0.00 de área total, 116.35 de área privativa, 0.00 de área do terreno,  4 qto(s), WC, 2 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555517278604
10203812;SP ;GUARUJA ;ENSEADA ;RUA DONA VITORIA YUNES STEFANO, N. 22, Apto 41, 4º ANDAR ;581.663,07;581.663,07;0.00;Apartamento, 0.00 de área total, 129.84 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10203812
1,44441E+12;SP ;GUARUJA ;ENSEADA ;RUA ROMAO SALGADO, N. 59, Apto 76, ;307.000,00;307.000,00;0.00;Apartamento, 107.54 de área total, 68.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444407316798
1,7877E+12;SP ;GUARUJA ;JARDIM DOS PASSAROS ;RUA BEM-TE-VI, N. 30, Apto 403, ;274.668,19;274.668,19;0.00;Apartamento, 0.00 de área total, 37.99 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701884270
8,78772E+12;SP ;GUARUJA ;JARDIM DOS PASSAROS ;RUA BEM-TE-VI, N. 94, Apto 104, ANDORINHA ;237.000,00;237.000,00;0.00;Apartamento, 62.90 de área total, 38.16 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787716524515
1,4444E+12;SP ;GUARUJA ;VICENTE DE CARVALHO ;RUA AMAZONAS, N. 123, CS TERREA III ;253.995,36;232.000,00;0.00;Casa, 68.67 de área total, 64.24 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444401125214
1,44441E+12;SP ;GUARUJA ;JARDIM LAS PALMAS ;RUA ANTONIO ALONSO GONZALEZ, N. 162, Apto 42, 5 PAV BL A ;347.697,79;311.000,00;0.00;Apartamento, 126.70 de área total, 83.66 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, WC Emp, 1 sala(s), DCE, cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444408535167
10213543;SP ;GUARUJA ;BALNEARIO PRAIA DO PERNAMBUCO ;RUA DAS VIOLETAS, N. 181, QD 54, LTS 21 E 22 ;1.150.000,00;1.003.000,00;0.00;Casa, 0.00 de área total, 243.00 de área privativa, 720.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=10213543
1,44442E+12;SP ;GUARUJA ;MAR E CEU ;RUA DOS BANCARIOS, N. 162, Apto 42, ANDAR 4 E 5 PAV 6 ;1.150.168,79;914.000,00;0.00;Apartamento, 259.16 de área total, 172.32 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 2 sala(s), DCE, cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444420133650
1,44442E+12;SP ;GUARUJA ;PITANGUEIRAS ;RUA SILVIA VALADAO DE AZEVEDO, N. 52, Apto 31, ;1.298.404,56;881.921,58;0.00;Apartamento, 212.70 de área total, 136.38 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, WC Emp, 2 sala(s), DCE, cozinha, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444419998422
8,78771E+12;SP ;GUARULHOS ;CIDADE SOBERANA ;AVENIDA JOSE BRUMATTI, N. 2374, Apto 202, 1º PAVIMENTO, BLOCO 04 ;103.111,46;174.000,00;40.75;Apartamento, 0.00 de área total, 38.40 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707472796
8,78771E+12;SP ;GUARULHOS ;JARDIM NOVO PORTUGAL ;RUA CELSO RODRIGUES SALGUEIRO, N. 30, Apto 402, 4º PAVIMENTO DO BLOCO 11 ;106.667,03;180.000,00;40.75;Apartamento, 0.00 de área total, 38.40 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787710728038
8,55553E+12;SP ;GUARULHOS ;AGUA CHATA ;RUA FERNANDO LUZ, N. 290, Apto 104, BL 13 ;94.815,14;160.000,00;40.75;Apartamento, 0.00 de área total, 40.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555530624292
8,55552E+12;SP ;GUARULHOS ;PONTE GRANDE ;RUA ANA SOARES BARCELOS, N. 355, Apto 176, TIPO A TORRE 04 ;192.000,00;320.000,00;40.00;Apartamento, 99.91 de área total, 54.13 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555522729480
8,5555E+12;SP ;GUARULHOS ;PIMENTAS ;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIR, N. 3000, Apto 11A, BL 02 ;180.000,00;300.000,00;40.00;Apartamento, 118.58 de área total, 59.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555503740996
8,78771E+12;SP ;GUARULHOS ;BANANAL ;ESTRADA DO ELENCO, N. 4045, Apto 401, BL 01 ;126.926,84;210.000,00;39.56;Apartamento, 0.00 de área total, 43.53 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706166624
8,78771E+12;SP ;GUARULHOS ;BANANAL ;ESTRADA DO ELENCO, N. 4045, Apto 201, BL 10 ;119.069,46;197.000,00;39.56;Apartamento, 0.00 de área total, 43.53 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787706191998
8,78771E+12;SP ;GUARULHOS ;CIDADE SOBERANA ;AVENIDA JOSE BRUMATTI, N. 2374, Apto 505, 4º PAVIMENTO DO BLOCO 03 ;128.135,66;212.000,00;39.56;Apartamento, 0.00 de área total, 38.40 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787708264658
8,44442E+12;SP ;GUARULHOS ;BONSUCESSO ;RUA FERNANDO LUZ, N. 290, Apto 103, BL 14 ;125.113,59;207.000,00;39.56;Apartamento, 0.00 de área total, 40.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444420940686
8,78771E+12;SP ;GUARULHOS ;JARDIM SANTO EXPEDITO ;AVENIDA JOSE BRUMATTI, N. 2374, Apto 507, BL 04, VG 186 ;126.926,84;210.000,00;39.56;Apartamento, 0.00 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707541089
8,78771E+12;SP ;GUARULHOS ;VILA SAO JOAO ;ESTRADA JOAO PANNOCCHIA MOLINA, N. 414, Apto 408, BL 03 ;120.278,29;199.000,00;39.56;Apartamento, 0.00 de área total, 38.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705068769
8,7877E+12;SP ;GUARULHOS ;JARDIM NOVA CIDADE ;ESTRADA DO CAMINHO VELHO, N. 0, Apto 405,  BL 1 ;117.860,63;195.000,00;39.56;Apartamento, 0.00 de área total, 38.42 de área privativa, 45.87 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787704789527
8,55553E+12;SP ;GUARULHOS ;AGUA CHATA ;RUA FERNANDO LUZ, N. 290, Apto 206, 1º ANDAR, 2º PAVIMENTO, BLOCO 14 ;117.860,63;195.000,00;39.56;Apartamento, 0.00 de área total, 40.35 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555531855549
8,7877E+12;SP ;GUARULHOS ;AGUA CHATA ;AVENIDA RIVER, N. 465, Apto 207, BL 12 ;139.015,11;230.000,00;39.56;Apartamento, 0.00 de área total, 40.32 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703256150
1,7877E+12;SP ;GUARULHOS ;DOS PIRES ;RUA PASCHOALINA BELLOTI, N. 31, Apto 403, BL 06, VG 277 ;138.473,13;220.000,00;37.06;Apartamento, 0.00 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701419895
1,7877E+12;SP ;GUARULHOS ;CIDADE SOBERANA ;AVENIDA JOSE BRUMATTI, N. 2374, Apto 304, 2º PAVIMENTO DO BLOCO 03 ;137.655,54;218.701,06;37.06;Apartamento, 0.00 de área total, 38.40 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700786010
8,78771E+12;SP ;GUARULHOS ;JARDIM ALBERTINA ;VIELA BETANIA, N. 4, Apto 34, TORRE 10 ;132.808,32;211.000,00;37.06;Apartamento, 0.00 de área total, 37.38 de área privativa, 0.01 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787705533380
8,78771E+12;SP ;GUARULHOS ;JARDIM SANTA RITA ;ESTRADA DO ELENCO, N. 4045, Apto 204, 2º PAVIMENTO, BLOCO 04 ;122.737,54;195.000,00;37.06;Apartamento, 0.00 de área total, 53.88 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707127894
1,7877E+12;SP ;GUARULHOS ;VILA BARROS ;RUA JOSE GOMES OTERO, RUA PEDRO VOLPI E RUA CONSTA, N. 13, Apto 203, 2º PAVIMENTO DA TORRE 01 ;138.473,13;220.000,00;37.06;Apartamento, 0.00 de área total, 43.40 de área privativa, 0.00 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787701157726
1,55552E+12;SP ;GUARULHOS ;VILA SAO JOAO BATISTA ;RUA ANHUMAS, N. 555,  SOBRADO SOB NÚMERO 15, TIPO A ;178.448,00;280.000,00;36.27;Casa, 0.00 de área total, 73.29 de área privativa, 90.09 de área do terreno, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1555524083040
1,4444E+12;SP ;GUARULHOS ;VILA SAO JOAO BATISTA ;RUA CAIVA, N. 07, LT 17, QD 7 ;170.096,81;211.000,00;19.39;Casa, 45.10 de área total, 45.10 de área privativa, 175.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1444400849200
8,7877E+12;SP ;GUARULHOS ;VILA GALVAO ;RUA FRANCISCO PEREIRA, N. 466, Apto 175, TORRE A ;251.164,66;284.000,00;11.57;Apartamento, 0.00 de área total, 42.07 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787701987409
8,44441E+12;SP ;GUARULHOS ;TORRES TIBAGY ;AVENIDA JULIO PRESTES, N. 633, Apto 33, BL 04 ;310.000,00;310.000,00;0.00;Apartamento, 0.00 de área total, 65.50 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8444412339200
8,55551E+12;SP ;GUARULHOS ;MORROS ;RUA FLORO DE OLIVEIRA, N. 189, Apto 23, BL 06 PAV 03 ;180.000,00;180.000,00;0.00;Apartamento, 0.00 de área total, 46.93 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555514934177
8,55554E+12;SP ;GUARULHOS ;SEM REFERENCIA ;RUA TURVOLANDIA, N. 615, Apto 44, TORRE 04 ;185.000,00;185.000,00;0.00;Apartamento, 45.32 de área total, 39.61 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538292582
8,55554E+12;SP ;GUARULHOS ;GUARULHOS ;AVENIDA RIVER, N. 465, Apto 404, 3º ANDAR, BLOCO 23 ;206.000,00;206.000,00;0.00;Apartamento, 46.96 de área total, 40.32 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555538506027
8,78771E+12;SP ;GUARULHOS ;GUARULHOS ;AVENIDA ROTARY, N. 1520, Apto 183,  TORRE 5 ;284.000,00;284.000,00;0.00;Apartamento, 55.43 de área total, 36.09 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709491305
8,78771E+12;SP ;GUARULHOS ;JARDIM NOVO PORTUGAL ;RUA CELSO RODRIGUES SALGUEIRO, N. 30, Apto 308, BL 3 ;240.000,00;240.000,00;0.00;Apartamento, 45.03 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712082810
8,78771E+12;SP ;GUARULHOS ;DOS PIRES ;RUA PASCHOALINA BELLOTI, N. 31, Apto 404, BL 05 DO 4 PAVIMENTO ;228.000,00;228.000,00;0.00;Apartamento, 72.16 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712821515
8,78771E+12;SP ;GUARULHOS ;CIDADE SOBERANA ;AVENIDA JOSE BRUMATTI, N. 2374, Apto 301, BL 7 VAGA N 150 ;203.000,00;203.000,00;0.00;Apartamento, 45.68 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709702934
8,55553E+12;SP ;GUARULHOS ;CIDADE PARQUE BRASILIA ;RUA BRANQUINHA, N. 80, Apto 21, BLOCO H - 2º ANDAR OU 3º PAVIMENTO ;204.000,00;204.000,00;0.00;Apartamento, 0.00 de área total, 44.52 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8555529694932
8,7877E+12;SP ;GUARULHOS ;BONSUCESSO ;RUA MURUTU, N. 691, Apto 03, TÉRREO - BLOCO E ;203.000,00;203.000,00;0.00;Apartamento, 47.04 de área total, 41.92 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787700770570
8,7877E+12;SP ;GUARULHOS ;BONSUCESSO ;RUA MURUTU, N. 795, Apto 44, APT DUPLEX  04 E 05 ANDARES BLOCO C ;312.000,00;312.000,00;0.00;Apartamento, 68.11 de área total, 59.91 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787703222400
1,7877E+12;SP ;GUARULHOS ;JARDIM SANTA RITA ;ESTRADA DO ELENCO, N. SN, Apto 42, BL 24 SERENATA ;397.645,77;397.645,77;0.00;Apartamento, 0.00 de área total, 59.66 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=1787700619327
8,78771E+12;SP ;GUARULHOS ;JARDIM SANTO EXPEDITO ;AVENIDA JOSE BRUMATTI, N. 2374, Apto 401, BL02 ;204.000,00;204.000,00;0.00;Apartamento, 58.56 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787707354386
8,78771E+12;SP ;GUARULHOS ;JARDIM NOVO PORTUGAL ;RUA CELSO RODRIGUES SALGUEIRO, N. 30, Apto 408, BL 16, VG 62 ;225.000,00;225.000,00;0.00;Apartamento, 83.11 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787709752460
8,78771E+12;SP ;GUARULHOS ;JARDIM NOVO PORTUGAL ;RUA CELSO RODRIGUES SALGUEIRO, N. 30, Apto 102, BL 02 ;218.000,00;218.000,00;0.00;Apartamento, 44.82 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711163492
8,78771E+12;SP ;GUARULHOS ;JARDIM NOVO PORTUGAL ;RUA CELSO RODRIGUES SALGUEIRO, N. 30, Apto 505, BL 03 ;200.000,00;200.000,00;0.00;Apartamento, 0.00 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787711317350
8,78771E+12;SP ;GUARULHOS ;JARDIM NOVO PORTUGAL ;RUA CELSO RODRIGUES SALGUEIRO, N. 30, Apto 403, BL 07 ;200.000,00;200.000,00;0.00;Apartamento, 69.08 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnOrigem=index&hdnimovel=8787712296399
